id,species,common_name
NC_053959.1,Fossa fossana,
NC_065469.1,Submyotodon moupinensis,
NC_065675.1,Anoura cultrata voucher QCAZ:18217,
NC_068809.1,Neotoma albigula isolate Neon_RodL2_298443 voucher NEON01IHT,
NC_015348.1,Auriglobus modestus,
NC_005932.1,Ninox novaeseelandiae,
NC_024852.1,Howella brodiei,
NC_016715.1,Gudusia chapra,
NC_056379.1,Antechinus flavipes isolate Adam Ant,
NC_015816.1,Hemiodopsis gracilis,
NC_020154.1,Boulengerula taitana,
NC_020350.1,Perccottus glenii,
NC_014178.1,Hydrosaurus amboinensis,
NC_022694.1,Myotis macrodactylus,
NC_010269.1,Aulostomus chinensis,
NC_019999.1,Lechriodus melanopyga,
NC_024188.1,Mulloidichthys vanicolensis,
NC_024192.1,Parupeneus multifasciatus,
NC_006925.1,Mystacina tuberculata,
NC_020676.1,Alcelaphus buselaphus isolate SUN,
NC_013276.1,Mesocricetus auratus,
NC_017893.1,Oedalechilus labeo,
NC_023980.1,Saurida microlepis,
NC_053067.1,Dryoscopus gambensis,
NC_026780.1,Manis tricuspis isolate GLC14,
NC_036611.1,Trugon terrestris voucher ZMUC:131708,
NC_066992.1,Pristella maxillaris,
NC_020792.1,Tympanoctomys barrerae voucher AK13811,
NC_026894.1,Pelophylax epeiroticus isolate MPFC1392,
NC_033953.1,Homaloptera ocellata voucher CBM:ZF 12287,
NC_039094.1,Nanorana ventripunctata,
NC_015078.1,Brachyhypopomus occidentalis,
NC_027500.1,Euchoreutes naso,
NC_011709.1,Eudynamys taitensis,
NC_028424.1,Bufotes raddei,
NC_029476.1,Paralichthys dentatus,
NC_031559.1,Osteobrama cunma,
NC_044180.1,Sicyopterus stimpsoni isolate 4507,
NC_057670.1,Lindbergichthys nudifrons,
NC_061382.1,Mochokiella paynei voucher P-AA-1344,
NC_070008.1,Hebius craspedogaster,
NC_066402.1,Parachaeturichthys polynema,
NC_022735.1,Pseudotriakis microdon,
NC_024592.1,Cricetulus kamensis,
NC_036228.1,Hemieleotris latifasciata voucher stri-7098,
NC_044443.1,Aphyosemion kouamense,
NC_041145.1,Blarinella wardi,
NC_057224.1,Acropoma japonicum,
NC_025643.1,Elaphe davidi,
NC_037189.1,Abrornis proregulus,
NC_024194.1,Callionymus enneactis,
NC_037520.1,Syngnathus schlegeli,
NC_053069.1,Erpornis zantholeuca,
NC_020730.1,Okapia johnstoni isolate CYTO,
NC_052827.1,Asarcornis scutulata,
NC_063097.1,Mogera hainana voucher dls001,
NC_027654.1,Chlorophthalmus nigromarginatus,
NC_042737.1,Megatherium americanum voucher C.2C_Layer 2,
NC_044459.1,Nothobranchius thierryi strain Ada,
NC_053062.1,Nicator chloris,
NC_021443.1,Alopias superciliosus,
NC_029714.1,Plotosus lineatus,
NC_029461.1,Sphyraena jello voucher ECSFRI-BMY001,
NC_011323.1,Aluterus scriptus,
NC_023513.1,Luetkenotyphlus brasiliensis,
NC_029744.1,Nemateleotris decora,
NC_044489.1,Miniopterus fuliginosus,
NC_065092.1,Ictonyx libycus isolate 5724,
NC_011191.1,Halichoeres tenuispinis,
NC_011929.1,Paraluteres prionurus,
NC_017884.1,Crenimugil crenilabis,
NC_018777.1,Takydromus wolteri,
NC_018050.1,Gekko swinhonis,
NC_039113.1,Metynnis hypsauchen,
NC_002811.1,Tarsius bancanus,
NC_044641.1,Geoemyda spengleri,
NC_049119.1,Maxomys whiteheadi voucher CBGP1999514,
NC_003179.1,Ijimaia dofleini,
NC_009968.1,Helarctos malayanus,
NC_007885.1,Rhodeus uyekii,
NC_034348.1,Indopacetus pacificus voucher NMNS011169,
NC_062460.1,Paracentropogon rubripinnis,
NC_027692.1,Stylodipus telum,
NC_028289.1,Macropharyngodon negrosensis voucher LodgeLab Mnegrosensis_1,
NC_051020.1,Rhabdornis inornatus,
NC_027182.1,Pristis pectinata,
NC_070071.1,Chiasmodon niger voucher MCZ 155443,
NC_010650.1,Mus terricolor,
NC_015365.1,Leiodon cutcutia,
NC_063714.1,Gnathodentex aureolineatus voucher ZJ201511A-C,
NC_053105.1,Drymodes brunneopygia,
NC_008232.1,Liobagrus obesus,
NC_027847.1,Psittacus erithacus,
NC_046904.1,Eonycteris spelaea isolate JPH05,
NC_025512.1,Narcine entemedor,
NC_069221.1,Mystus gulio,
NC_007889.1,Denticeps clupeoides,
NC_025585.1,Platydoras armatulus,
NC_053100.1,Origma solitaria,
NC_058004.1,Oreonectes longibarbatus,
NC_021465.1,Pyura gangelion complete,
NC_029832.1,Etroplus suratensis,
NC_029142.1,Petroica macrocephala,
NC_037886.1,Phractocephalus hemioliopterus,
NC_022496.1,Gymnosarda unicolor,
NC_036948.1,Channa gachua,
NC_020149.1,Scopelengys tristis,
NC_031606.1,Folifer brevifilis,
NC_043899.1,Daption capense,
NC_048476.1,Furipterus horrens,
NC_063527.1,Sarcoramphus papa,
NC_065679.1,Chiroderma salvini voucher QCAZ:18227,
NC_068020.1,Xenocephalus elongatus,
NC_006355.1,Chlorurus sordidus,
NC_069584.1,Eumicrotremus spinosus,
NC_063875.1,Rasbora dusonensis voucher BIF4922,
NC_065073.1,Hylomyscus endorobae voucher KE215,
NC_026210.1,Taeniura lymma,
NC_033381.1,Nycticebus pygmaeus,
NC_057295.1,Dicaeum agile,
NC_029762.1,Condylura cristata,
NC_068669.1,Dario dayingensis,
NC_003041.1,Microtus kikuchii,
NC_011825.1,Mitsukurina owstoni,
NC_017897.1,Rhinomugil nasutus,
NC_024190.1,Fistularia petimba,
NC_032084.1,Achalinus spinalis voucher HS12093,
NC_020678.1,Antidorcas marsupialis,
NC_009067.1,Pseudolabrus sieboldi,
NC_020670.1,Crocuta crocuta isolate CC8,
NC_026050.1,Platemys platycephala voucher AHNU26080233,
NC_031523.1,Catlocarpio siamensis,
NC_065829.1,Epinephelus hexagonatus,
NC_007440.2,Limnonectes fujianensis,
NC_032297.1,Heosemys grandis,
NC_042407.1,Acheilognathus tonkinensis,
NC_053908.1,Pseudoxenodon stejnegeri,
NC_056402.1,Proterorhinus semilunaris voucher NEFC F18-152,
NC_021954.1,Lophocebus aterrimus,
NC_026915.1,Myospalax aspalax,
NC_057100.1,Thayeria boehlkei,
NC_062960.1,Prosobonia parvirostris,
NC_039103.1,Proechimys semispinosus isolate MCZ10828,
NC_053810.1,Hybomys trivirgatus voucher MNHN-R25804,
NC_063867.1,Pectenocypris balaena voucher BIF7845,
NC_031811.1,Halaelurus buergeri,
NC_062945.1,Sula dactylatra,
NC_020462.1,Pseudolaubuca engraulis,
NC_038201.1,Buceros bicornis,
NC_022479.1,Colisa lalia,
NC_023519.1,Uraeotyphlus gansi,
NC_020150.1,Neoscopelus macrolepidotus,
NC_033353.1,Pteronotus personatus,
NC_068684.1,Kalophrynus palmatissimus,
NC_011331.1,Chilomycterus reticulatus,
NC_030542.1,Channa micropeltes,
NC_030714.1,Polypterus mokelembembe voucher NTNU LSP121,
NC_045364.1,Accipiter trivirgatus,
NC_052797.1,Fregata magnificens,
NC_003194.1,Dactyloptena peterseni,
NC_020634.1,Pseudohynobius puxiongensis,
NC_013606.1,Coloconger cadenati,
NC_030320.1,Pagothenia borchgrevinki,
NC_069226.1,Sinocyclocheilus anatirostris voucher GZNU-YZ01,
NC_024195.1,Synchiropus splendidus,
NC_044431.1,Scriptaphyosemion bertholdi,
NC_045370.1,Rupicola peruvianus,
NC_039420.1,Proechimys roberti isolate APS06 voucher UFMT-3459,
NC_050894.1,Pareas boulengeri,
NC_068810.1,Chaetodipus penicillatus isolate CH4,
NC_021969.1,Aesopia cornuta,
NC_054261.1,Dionda diaboli isolate SNARRC18-089,
NC_053804.1,Lamottemys okuensis voucher MNHN-ZM-2011-957,
NC_063752.1,Synodontis clarias,
NC_031540.1,Squalius cephalus,
NC_053798.1,Grammomys selousi voucher USB_T8x399,
NC_023223.1,Mystus rhegma,
NC_024574.1,Xenophysogobio boulengeri,
NC_053078.1,Picathartes gymnocephalus,
NC_015745.1,Amblydoras gonzalezi,
NC_030272.1,Cichla ocellaris,
NC_004379.1,Lota lota,
NC_015786.1,Histiopterus typus,
NC_051466.1,Rhegmatorhina hoffmannsi,
NC_011393.1,Bungarus fasciatus,
NC_053816.1,Micaelamys namaquensis voucher USB_MOZ055,
NC_008224.1,Trachyrincus murrayi,
NC_011636.1,Torquigener brevipennis,
NC_022482.1,Dysalotus alcocki,
NC_022485.1,Eumegistus illustris,
NC_024107.1,Cecropis daurica,
NC_036386.1,Pylodictis olivaris strain NEFC_F16-278,
NC_056928.1,Pseudagkistrodon rudis voucher LSU20200722WF01,
NC_050994.1,Tupaia splendidula isolate UMMZ174429,
NC_053533.1,Halocynthia aurantium,
NC_023520.1,Carcharias taurus,
NC_026222.1,Atule mate,
NC_022141.1,Aethaloperca rogaa,
NC_021434.2,Mesoplodon europaeus isolate SWFSC ID z0002698,
NC_009592.1,Sardina pilchardus,
NC_024272.1,Nanorana taihangnica,
NC_026216.1,Pseudocarcharias kamoharai,
NC_022820.1,Trimeresurus albolabris,
NC_028035.1,Gekko japonicus,
NC_032085.1,Achalinus rufescens voucher HS14023,
NC_065492.1,Hippocampus bargibanti,
NC_004380.1,Lophius americanus,
NC_065021.1,Hypseleotris cyprinoides,
NC_053943.1,Parambassis ranga,
NC_060563.1,Xiurenbagrus dorsalis isolate NNNU20171229,
NC_061925.1,Pipa snethlageae,
NC_059784.1,Spermophilus citellus,
NC_009858.1,Monodactylus argenteus,
NC_014691.1,Leiopelma archeyi,
NC_031635.1,Homaloptera ogilviei,
NC_058961.1,Pseudocaranx dentex,
NC_008222.1,Bathygadus antrodes,
NC_065340.1,Acanthurus triostegus,
NC_029252.1,Rhinogobius cliffordpopei,
NC_029323.1,Pseudorhombus dupliciocellatus,
NC_030217.1,Elusor macrurus voucher MRT4,
NC_027848.1,Psittrichas fulgidus,
NC_012844.1,Dendrocygna javanica,
NC_023512.1,Indotyphlus maharashtraensis,
NC_057467.1,Gonyosoma frenatum voucher LSU20200812JZF01,
NC_066910.1,Pethia padamya,
NC_013629.1,Heteroconger hassi,
NC_033952.1,Neohomaloptera johorensis voucher CBM:ZF 12286,
NC_062603.1,Parupeneus heptacanthus isolate MuHK005,
NC_002177.1,Halocynthia roretzi,
NC_007401.1,Cylindrophis ruffus,
NC_022837.1,Aetobatus flagellum strain 09A06,
NC_060375.1,Myanophis thanlyinensis,
NC_029739.1,Galaxias platei,
NC_031575.1,Opsaridium ubangiense,
NC_002772.2,Eudromia elegans,
NC_008143.1,Crocodylus porosus,
NC_011934.1,Balistoides conspicillum,
NC_022193.1,Galeocerdo cuvier,
NC_051463.1,Pitta sordida,
NC_013571.1,Eothenomys chinensis,
NC_025516.1,Mustela erminea,
NC_053966.1,Crossarchus platycephalus,
NC_006690.1,Discoglossus galganoi,
NC_017895.1,Opistognathus jacksoniensis,
NC_026285.1,Himantura microphthalma,
NC_009855.1,Lethrinus obsoletus,
NC_006325.1,Stereochilus marginatus,
NC_052809.1,Pelecanoides urinatrix,
NC_020666.1,Procolobus verus,
NC_065988.1,Opsarius pulchellus,
NC_013987.1,Hypsiglena slevini,
NC_028178.1,Upupa epops,
NC_029769.1,Pomatorhinus ruficollis,
NC_035493.1,Etheostoma okaloosae,
NC_040863.1,Cheilodipterus quinquelineatus,
NC_004702.1,Gonorynchus greyi,
NC_024812.1,Mazama nemorivaga isolate MRGMa36,
NC_049220.1,Microtus richardsoni,
NC_065693.1,Pseudohemiculter hainanensis,
NC_009769.1,Pantherophis slowinskii,
NC_025494.1,Lissemys scutata,
NC_036348.1,Electrona carlsbergi,
NC_026725.1,Trichogaster leerii,
NC_034351.1,Bovichtus argentinus,
NC_045245.1,Cottiusculus nihonkaiensis,
NC_025596.1,Thraupis episcopus,
NC_013146.1,Threskiornis aethiopicus,
NC_027062.1,Luciogobius pallidus,
NC_030365.1,Bothus myriaster,
NC_020741.1,Raphicerus campestris isolate SUN,
NC_023517.1,Praslinia cooperi,
NC_037406.1,Porzana paykullii,
NC_044454.1,Aphyosemion cyanostictum voucher AMNH-I-262946,
NC_008129.1,Aptocyclus ventricosus,
NC_003040.1,Episoriculus fumidus,
NC_004407.1,Emmelichthys struhsakeri,
NC_057634.1,Dasycercus cristicauda,
NC_014046.1,Otis tarda,
NC_018788.1,Sarcophilus harrisii,
NC_022447.1,Pseudorhombus cinnamoneus,
NC_029195.1,Caesio cuning voucher 94,
NC_035885.1,Halosauropsis macrochir voucher ZMUC:P3369,
NC_056398.1,Etheostoma tippecanoe isolate F18-072,
NC_026195.1,Grundulus bogotensis voucher MPUJ 7078,
NC_033957.1,Homalopteroides smithi voucher CBM:ZF 12281,
NC_024953.1,Neoachiropsetta milfordi,
NC_056117.1,Pseudocrossocheilus tridentis,
NC_023954.1,Selar crumenophthalmus,
NC_024640.1,Tadorna ferruginea,
NC_010292.1,Heteronotia binoei,
NC_024851.1,Nannoperca variegata,
NC_041193.1,Acentrogobius caninus,
NC_041647.1,Jaydia lineata,
NC_002784.1,Dromaius novaehollandiae,
NC_025777.1,Scapanulus oweni voucher SAF_QL120129,
NC_016705.1,Clupeichthys perakensis,
NC_037527.1,Bradypus tridactylus voucher ISEM_T-5013,
NC_009728.1,Osteolaemus tetraspis,
NC_027497.1,Himantura hortlei isolate GN11211,
NC_030288.1,Phaethornis malaris,
NC_015201.1,Bycanistes brevis,
NC_034337.1,Dermogenys pusilla,
NC_053084.1,Spizella passerina,
NC_069208.1,Cyclopterus lumpus isolate 16NCLU341,
NC_050004.1,Darevskia chlorogaster,
NC_034666.1,Dolichopteryx minuscula,
NC_001794.1,Macropus robustus,
NC_022481.1,Platycephalus indicus,
NC_031440.1,Krobia guianensis voucher krobia_run4RL2,
NC_045524.1,Stigmatogobius pleurostigma,
NC_065813.1,Pseudorhombus pentophthalmus,
NC_031802.1,Cricetulus migratorius,
NC_026529.1,Vulpes lagopus,
NC_021468.1,Rhodosoma turcicum complete,
NC_051033.1,Hylia prasina,
NC_063899.1,Rasbora pauciperforata voucher LR05154,
NC_004538.1,Eudyptula minor,
NC_015525.1,Danio dangila,
NC_026717.1,Ageneiosus pardalis voucher Apar-UNAL-001,
NC_028082.1,Garrulax poecilorhynchus voucher B33,
NC_005961.1,Rena humilis,
NC_020155.1,Geotrypetes seraphini,
NC_028526.1,Danio margaritatus,
NC_038152.1,Anthracoceros coronatus,
NC_023795.1,Macaca assamensis,
NC_045217.1,Murexia melanurus,
NC_015332.1,Torquigener hypselogeneion,
NC_025562.1,Garra imberba,
NC_002658.1,Thryonomys swinderianus,
NC_013627.1,Serrivomer beanii,
NC_006339.1,Desmognathus fuscus,
NC_034342.1,Bathyclupea megaceps,
NC_035827.1,Hippocampus sindonis,
NC_061920.1,Atopodontus adriaensi voucher GAB17_364,
NC_044426.1,Epiplatys dageti,
NC_063951.1,Cottus koreanus,
NC_017879.1,Aldrichetta forsteri,
NC_016671.1,Hyperlophus vittatus,
NC_013635.1,Myrichthys maculosus,
NC_028718.1,Microcebus murinus isolate 920FAG,
NC_053963.1,Mungos mungo,
NC_052774.1,Crypturellus undulatus,
NC_053972.1,Galerella sanguinea,
NC_035622.1,Schismatogobius marmoratus,
NC_020038.1,Phyllodactylus unctus,
NC_034334.1,Epigonus denticulatus,
NC_035981.1,Johnius carouna isolate ZJ2015081504,
NC_061567.1,Kerivoula papillosa voucher MZF1961,
NC_019804.1,Neophema chrysogaster,
NC_004391.1,Anoplogaster cornuta,
NC_013875.1,Thaumatichthys pagidostomus,
NC_044125.1,Anolis punctatus,
NC_053843.1,Porzana pusilla,
NC_011814.1,Nothobranchius furzeri,
NC_008646.1,Notemigonus crysoleucas,
NC_031611.1,Puntius eugrammus,
NC_036224.1,Awaous banana voucher stri-4986,
NC_069223.1,Prototroctes maraena,
NC_027665.1,Tanakia tanago,
NC_031613.1,Chagunius chagunio,
NC_044457.1,Nothobranchius kafuensis strain Kayuni state farm,
NC_017902.2,Moolgarda cunnesius,
NC_066826.1,Poecilia parae strain Blue Melanzona,
NC_022731.1,Notorynchus cepedianus,
NC_036064.1,Manis gigantea,
NC_031582.1,Aborichthys elongatus,
NC_039114.1,Myleus cf. schomburgkii XL-2018,
NC_063946.1,Nesolagus timminsi,
NC_009058.1,Astronotus ocellatus,
NC_033550.1,Uaru amphiacanthoides,
NC_042728.1,Engraulis ringens,
NC_053805.1,Desmomys harringtoni voucher USB_ETH0015,
NC_036230.1,Sicydium salvini voucher stri-660,
NC_022506.1,Aphanopus carbo,
NC_033946.1,Semotilus atromaculatus,
NC_042797.1,Polypedates braueri,
NC_052814.1,Pterocles burchelli,
NC_006301.1,Gegeneophis ramaswamii,
NC_031589.1,Poropuntius normani,
NC_022142.1,Cephalopholis argus,
NC_015539.1,Tanichthys albonubes,
NC_006345.1,Hydromantes brunus,
NC_014584.1,Euphlyctis hexadactylus,
NC_039889.1,Indicator maculatus voucher FMNH 429419,
NC_052775.1,Ardeotis kori,
NC_067554.1,Phyllomedusa bahiana,
NC_025925.1,Ixobrychus sinensis,
NC_006406.1,Microhyla heymonsi,
NC_062614.1,Aipysurus eydouxii,
NC_066993.1,Hemigrammus ocellifer,
NC_046497.1,Ailia coila,
NC_026731.1,Epinephelus corallicola,
NC_029381.1,Tlacuatzin canescens,
NC_026049.1,Pelusios castaneus voucher AHNU26080283,
NC_044441.1,Aphyosemion cognatum voucher AMNH-I-251785,
NC_051037.1,Cinclus mexicanus,
NC_060309.1,Nyctalus aviator,
