Sample name,Sample title,Public description,Collection date,Run accession,BioSample accession,fastqs,Isolation source,Experiment accession,Experiment title,Platform,Library Construction / Experimental Design,Strategy,Source,Selection,Layout,Read length for mate1(bp),Read length for mate 2(bp),download_urls,md5_checksums
Env_0575,HJ200060-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710994,SAMC1153077,['CRR710994.fq.gz'],West Wine of HSM,CRX637190,Env_0575,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710994/CRR710994.fq.gz'],['b670b39cf26077af91452d08cfa61443']
Env_0577,HJ200062-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710995,SAMC1153078,['CRR710995.fq.gz'],West Wine of HSM,CRX637191,Env_0577,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710995/CRR710995.fq.gz'],['bf9bbb0769bb47c9c161e7199d38a664']
Env_0578,HJ200063-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710996,SAMC1153079,['CRR710996.fq.gz'],West Wine of HSM,CRX637192,Env_0578,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710996/CRR710996.fq.gz'],['aacf5643df8f70a485522e87a2a7efca']
Env_0580,HJ200065-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710997,SAMC1153080,['CRR710997.fq.gz'],West Wine of HSM,CRX637193,Env_0580,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710997/CRR710997.fq.gz'],['c50d568afcc8c984524ce195ab51d834']
Env_0581,HJ200066-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710998,SAMC1153081,['CRR710998.fq.gz'],West Wine of HSM,CRX637194,Env_0581,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710998/CRR710998.fq.gz'],['7c412852038c9cec277396a590455f84']
Env_0582,HJ200067-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710999,SAMC1153082,['CRR710999.fq.gz'],West Wine of HSM,CRX637195,Env_0582,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710999/CRR710999.fq.gz'],['489b8fe2bf707748a0aeb463be5b5f3a']
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711000,SAMC1153083,"['CRR711000_f1.fq.gz', 'CRR711000_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711000/CRR711000_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711000/CRR711000_r2.fq.gz']","['dd02cabc279822f6533a8bcedafa6318', '96869f954b2c934b44149bbfe9d8d585']"
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711001,SAMC1153083,"['CRR711001_f1.fq.gz', 'CRR711001_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711001/CRR711001_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711001/CRR711001_r2.fq.gz']","['b979711537101eeff46cfc6e34339c28', '401e3904b7872ce04fbc3c90ad7ea9b0']"
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711002,SAMC1153083,"['CRR711002_f1.fq.gz', 'CRR711002_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711002/CRR711002_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711002/CRR711002_r2.fq.gz']","['04cecfa343e880d21f6069bb767d997c', 'a041cf775d4cce2db65f5e9b27fe8924']"
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711003,SAMC1153083,"['CRR711003_f1.fq.gz', 'CRR711003_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711003/CRR711003_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711003/CRR711003_r2.fq.gz']","['885d9cba3323bf0886b97c7b0fe392bb', '967488a01581d25583fd2134f8340020']"
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711004,SAMC1153083,"['CRR711004_f1.fq.gz', 'CRR711004_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711004/CRR711004_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711004/CRR711004_r2.fq.gz']","['7256836bfca981963a2e75ccfd7ee409', '2a84e75a0828c739743cd99131f03acd']"
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711005,SAMC1153083,"['CRR711005_f1.fq.gz', 'CRR711005_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711005/CRR711005_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711005/CRR711005_r2.fq.gz']","['323689b00a891251b2f5be3071aa91f3', 'e521d40fea09aefb0a48554339b2b767']"
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711006,SAMC1153083,"['CRR711006_f1.fq.gz', 'CRR711006_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711006/CRR711006_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711006/CRR711006_r2.fq.gz']","['5a2423a6d82e4df80c009899bbc2eb21', '1ae9bc93cf87b8e958dcde73baf9ba96']"
Env_0617,10-31-In2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711007,SAMC1153083,"['CRR711007_f1.fq.gz', 'CRR711007_r2.fq.gz']",West Wine of HSM,CRX637196,Env_0617,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711007/CRR711007_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711007/CRR711007_r2.fq.gz']","['2994f494639ae5ee37848fcd0c9d0316', '113fe17cb8d4e489a9873d4b278717fc']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711008,SAMC1153084,"['CRR711008_f1.fq.gz', 'CRR711008_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711008/CRR711008_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711008/CRR711008_r2.fq.gz']","['5e4108ea9649c265b41856a39203d339', '6a13b675b40308e8512f849541d57f62']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711009,SAMC1153084,"['CRR711009_f1.fq.gz', 'CRR711009_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711009/CRR711009_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711009/CRR711009_r2.fq.gz']","['e36eb8b89eccb733435f0d3e616c73ec', '3a08c6986597f9b0c6fe6ffd38b05534']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711010,SAMC1153084,"['CRR711010_f1.fq.gz', 'CRR711010_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711010/CRR711010_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711010/CRR711010_r2.fq.gz']","['9808d1d7d706bc62d928235b180efcc4', '7ffb68e3fd4b4d8f48dbe1c29ea70c80']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711011,SAMC1153084,"['CRR711011_f1.fq.gz', 'CRR711011_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711011/CRR711011_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711011/CRR711011_r2.fq.gz']","['18153a2168be28daabee1fa06986a9c9', 'c7daad68ad0af73acfcaaece22a60bd2']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711012,SAMC1153084,"['CRR711012_f1.fq.gz', 'CRR711012_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711012/CRR711012_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711012/CRR711012_r2.fq.gz']","['b22dbf03a8f65356fb41a5435a0055bd', 'b07a047a2da661219b452db01e0c1f96']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711013,SAMC1153084,"['CRR711013_f1.fq.gz', 'CRR711013_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711013/CRR711013_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711013/CRR711013_r2.fq.gz']","['2d186c9bc545ac28e0fa6325d4ee797b', '6bd4a879d844fe1c0b778cabc4ee4def']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711014,SAMC1153084,"['CRR711014_f1.fq.gz', 'CRR711014_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711014/CRR711014_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711014/CRR711014_r2.fq.gz']","['cc2b516c6d9907c0298c823b78546550', 'ac7c1a03ba8f0c685fc66a8afb824844']"
Env_0619,10-31-abv2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711015,SAMC1153084,"['CRR711015_f1.fq.gz', 'CRR711015_r2.fq.gz']",West Wine of HSM,CRX637197,Env_0619,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711015/CRR711015_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711015/CRR711015_r2.fq.gz']","['f6df8c85582480671c9c1fb910db327f', '4aa5cd1aee5670e143897a3322aead39']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711016,SAMC1153085,"['CRR711016_f1.fq.gz', 'CRR711016_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711016/CRR711016_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711016/CRR711016_r2.fq.gz']","['f8d678b9ee0ae45ed9245406a00288f1', '7c70f5246f708022a28b3f187e47ef70']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711017,SAMC1153085,"['CRR711017_f1.fq.gz', 'CRR711017_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711017/CRR711017_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711017/CRR711017_r2.fq.gz']","['ed67c84c889da14d54057b2835d3691d', 'baec1960617ba84901c3ae4e45639dff']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711018,SAMC1153085,"['CRR711018_f1.fq.gz', 'CRR711018_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711018/CRR711018_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711018/CRR711018_r2.fq.gz']","['6a110e7cd190fb011404285b444f37c8', '4a39c1634180f77684b22d0023a654c6']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711019,SAMC1153085,"['CRR711019_f1.fq.gz', 'CRR711019_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711019/CRR711019_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711019/CRR711019_r2.fq.gz']","['548e02a7acd5662f485afc4c3b394037', 'a5f816113d85a235a85b8a3a6f63c966']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711020,SAMC1153085,"['CRR711020_f1.fq.gz', 'CRR711020_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711020/CRR711020_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711020/CRR711020_r2.fq.gz']","['c50bdbd014ee938f8dcaf342dd634ad3', 'e72197d14592c593cbe25f9d4ad9ea1f']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711021,SAMC1153085,"['CRR711021_f1.fq.gz', 'CRR711021_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711021/CRR711021_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711021/CRR711021_r2.fq.gz']","['84afd0671344cbe116df3b5e679720ce', '67293addceeec21bbac4f1e6c55c61f0']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711022,SAMC1153085,"['CRR711022_f1.fq.gz', 'CRR711022_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711022/CRR711022_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711022/CRR711022_r2.fq.gz']","['3713ce733624ba4fbfa2cf2dfb81b933', '9c603817a1ef097528d148129b2c13a8']"
Env_0620,06-29-abv1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-23,CRR711023,SAMC1153085,"['CRR711023_f1.fq.gz', 'CRR711023_r2.fq.gz']",West Wine of HSM,CRX637198,Env_0620,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711023/CRR711023_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711023/CRR711023_r2.fq.gz']","['2331a397d0c2b150d358bf375d937234', 'bb52d7fa2e662b7aafaef713e609234c']"
Env_0642,1-27-11,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR711024,SAMC1153086,"['CRR711024_f1.fq.gz', 'CRR711024_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637199,Env_0642,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711024/CRR711024_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711024/CRR711024_r2.fq.gz']","['8727e4d9f43b318150f49f485939f3d6', 'fe05c7b6b5b0ca1060873c187a863bd1']"
Env_0642,1-27-11,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR711025,SAMC1153086,"['CRR711025_f1.fq.gz', 'CRR711025_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637199,Env_0642,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711025/CRR711025_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711025/CRR711025_r2.fq.gz']","['51427e901ded44d116dd49e34c10c91e', 'a831a327cf31068dcfa4786537e7aed7']"
Env_0642,1-27-11,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR711026,SAMC1153086,"['CRR711026_f1.fq.gz', 'CRR711026_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637199,Env_0642,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711026/CRR711026_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711026/CRR711026_r2.fq.gz']","['a0ba7cfe36cceae0d93897582d456f0e', '950903358e576e00322bccceebeec694']"
Env_0642,1-27-11,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR711027,SAMC1153086,"['CRR711027_f1.fq.gz', 'CRR711027_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637199,Env_0642,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711027/CRR711027_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711027/CRR711027_r2.fq.gz']","['395fc9e469aac5753df843b414b13a2c', '7d7161f0b746b7b9468ce42a10eb04b8']"
Env_0642,1-27-11,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR712209,SAMC1153086,['CRR712209.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX638290,Env_0642_SE,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR712209/CRR712209.fq.gz'],['fa57b7c39295c7c90baecccea7f6bd70']
Env_0642,1-27-11,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR712210,SAMC1153086,['CRR712210.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX638290,Env_0642_SE,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR712210/CRR712210.fq.gz'],['ddf8c8019c484e02e6b30658be65cccb']
Env_0643,1-27-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR711029,SAMC1153087,"['CRR711029_f1.fq.gz', 'CRR711029_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637200,Env_0643,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711029/CRR711029_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711029/CRR711029_r2.fq.gz']","['f500a8cc23c765fac210683c288241b0', '2b889f4f7a4dd4810d294b3b3932d50b']"
Env_0643,1-27-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR711030,SAMC1153087,"['CRR711030_f1.fq.gz', 'CRR711030_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637200,Env_0643,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711030/CRR711030_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711030/CRR711030_r2.fq.gz']","['b4cf8f7e3d6e44007f03759c7323f99b', '82f66606abbc44cf16a5a6b7ee2ac1e4']"
Env_0643,1-27-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR711031,SAMC1153087,"['CRR711031_f1.fq.gz', 'CRR711031_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637200,Env_0643,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711031/CRR711031_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711031/CRR711031_r2.fq.gz']","['0e15f26de7dbb8fa3086f82f23a5e8cf', '844e1b45c63472b9a771d4eebb4e0d80']"
